scientific_name,pronunciation,common_name,family_name,plant_type,key_id_features,habit,form,texture,height,spread,growth_rate,origin,climate,exposure,soil_or_growing_medium,water,landscape_uses,additional_info,leaf_form,leaf_arrangement,leaf_texture,leaf_surfaces,leaf_colour_in_summer,leaf_colour_in_fall,leaf_shapes,leaf_apices,leaf_bases,leaf_margins,inflorescence_type,petal_colour,flower_scent,flower_time,fruit_type,fruit_colour,fruiting_time,bark_morphology,bark_or_stem_colour,propagation,pest_susceptibility
Acer platanoides 'Princeton Gold',AY-sur pla-tan-OY-dees,Princeton Gold Norway maple,Sapindaceae,"Invasive plant, Tree - deciduous","Leaves palmate with 5 lobes deeply incised, looks like Canadian flag leaf; petiole is long, broken leaf veins or petiole ooze milky sap. Winter ID: buds opposite, large, plump green/burgundy; samaras held at wide angle.",Upright,"Oval - vertical, Round",Medium - coarse,22 - 30m,10 - 15m,Moderate,Europe,Zone 4: (-34 to -29 C),Full sun,Well-drained,Moderate,"Dryland (no watering), Specimen plant, Summer interest","wings to 5 cm long; two seeded, flattened 10-15 mm x 3 mm","Lobed, Simple",Opposite,Soft flexible,Glabrous,"Yellow, cv. 'Princeton Gold' has bright yellow foliage",Yellow,Ovate,Acuminate,,Dentate,Corymb,"Yellow, Green",None,"May, Jun",Samara,Brown,"Oct, Sep",Lightly fissured,"Brown, Black, Grey","Softwood cuttings, Seed","Anthracnose, Wilt"
Acer platanoides 'Crimson Sentry',AY-sur pla-tan-OY-dees,Crimson Sentry maple,Sapindaceae,Tree - deciduous,"Leaves deep purple (crimsons-oranges in fall), cupped like ladle on long (20cm) petiole, petiole with milky sap. Winter ID: buds dark red to almost black; upward curled branches (fastigiate).","Fastigiate, Stiffly upright","Columnar, Oval - vertical",Medium - coarse,10 - 15m,4 - 5m,Moderate,"Europe, Garden origin",Zone 3: (-40 to -34 C),"Full sun, Part sun/part shade","Acidic, Well-drained",Low,"Accent plant, Dryland (no watering), Group or mass planting, Shade tree, Specimen plant, Street (boulevard tree)",Showy,"Lobed, Simple",Opposite,Soft flexible,Lustrous,"Purple, Dark-red","Yellow, Red, Dark-red",Orbicular,Acuminate,,Dentate,"Floriferous, Corymb","Showy, Green-yellow, Yellow",None,"Mar, Apr",Samara,Brown,"Sep, Oct","Lightly fissured, Single stem trunk",Grey,"Cuttings, Grafting","Aphids or adelgids, Canker or sap rot, Caterpillar or cutworm, Fungal leaf spot, Galls, Mites, Root rot, Scale insects, Wilt"
Acer pseudoplatanus,AY-sur soo-doe-PLAT-uh-nus,sycamore maple,Sapindaceae,Tree - deciduous,"Leaves palmate with 5 lobes, 10 to 25 cm long; florets in pendulous panicles.",Upright,"Oval - vertical, Round",Coarse,15 - 22m,15 - 25m,Moderate,"Central / west Asia, Europe",Zone 5: (-29 to -23 C),"Full sun, Part sun/part shade",Well-drained,Moderate,"Shade tree, Street (boulevard tree)",pendulous,"Lobed, Simple",Opposite,"Palmate venation, Soft flexible",Glabrous,Dark-green,Yellow,Ovate,Acute,Cordate,Serrate,Panicle,"Showy, Yellow",Fragrant,"Apr, May",Samara,Brown,"Jun, Jul",Deeply fissured,"Grey, Brown",Seed,"Pest resistant, Mites"
Acer rubrum,AY-sur ROO-brum,red maple,Sapindaceae,Tree - deciduous,"Leaves with 3 major lobes with soft serrations, fall colour vibrant red; terminal buds multiple; samaras red, narrower angle compared to A. platanoides. Winter ID: buds small (3mm) red opposite; flower buds in large clusters circle twigs, give branches a bumpy look.",Open,"Oval - vertical, Pyramidal - narrowly, Round",Medium - coarse,15 - 22m,10 - 15m,Moderate,"Canada - eastern, U.S. - northeast",Zone 3: (-40 to -34 C),Full sun,Acidic,Moderate,"Dryland (no watering), Fall interest, Specimen plant",Image is of A. 'Bowhall',"Lobed, Simple",Opposite,Soft flexible,Glabrous,Green,Red,Ovate,Acuminate,,Ciliate,Corymb,"Not showy, Red",None,"Feb, Mar",Samara,"Red, Brown","Jun, Jul","Smooth, Moderately fissured","Grey, Dark Grey","Seed, Softwood cuttings, Grafting","Mites, Stem borer insects, Wilt, Heteroptera - true bugs"
Acer rubrum 'Red Sunset',AY-sur ROO-brum,Red Sunset maple,Sapindaceae,Tree - deciduous,"Vigorous cultivar with strong wood; leaves with 3 major lobes with soft serrations, fall colour vibrant red; terminal buds multiple; samaras red, narrower angle compared to A. platanoides. Winter ID: buds small (3 mm) red opposite; flower buds in large clusters circle twigs, give branches a bumpy look.","Spreading, Upright",Oval - vertical,Medium - coarse,10 - 15m,4 - 5m,,Garden origin,Zone 3: (-40 to -34 C),"Full sun, Part sun/part shade",,,"Fall interest, Shade tree, Street (boulevard tree)",Google,"Lobed, Simple",Opposite,Soft flexible,,,,,,,,,Red,,"Mar, Apr",Samara,"Red, Brown",,,Bark or Stem Colour,,"Pest resistant, Disease resistant, Wilt"
Acer rubrum 'Bowhall',AY-sur ROO-brum,Bowhall maple,Sapindaceae,Tree - deciduous,"Form very narrow; leaf three major lobes, mid-green, lighter underside, 10cm petiole. Winter ID: buds opposite, red on brownish twigs; bark greyish.","Fastigiate, Stiffly upright","Oval - vertical, Pyramidal - narrowly",Medium - coarse,10 - 15m,4 - 5m,Moderate,Garden Origin,Zone 3: (-40 to -34 C),"Full sun, Part sun/part shade",Acidic,Low,"Accent plant, Fall interest, Shade tree, Specimen plant, Street (boulevard tree)",Not showy,"Lobed, Simple",Opposite,"Heavily veined, Soft flexible",Lustrous,Dark-green,"Yellow, Orange, Red",Ovate,Acuminate,,"Dentate, Pinnately lobed",Corymb,"Not showy, Red",None,"Mar, Apr",Samara,Red,,"Lightly fissured, Single stem trunk",Grey,Grafting,"Aphids or adelgids, Caterpillar or cutworm, Galls, Heart rot, Mites, Root rot, Scale insects, Wilt"
Acer saccharinum,AY-sur sack-ur-EYE-num,silver maple,Sapindaceae,Tree - deciduous,"Leaves to 15cm with 5 lobes, lower surface silvery.","Spreading, Twiggy, Upright",Oval - vertical,Medium - coarse,22 - 30m,10 - 15m,Fast,"Canada - eastern, U.S. - northeast",Zone 4: (-34 to -29 C),Full sun,"Acidic, Humus rich, Well-drained",Low,"Dryland (no watering), Fall interest, Shade tree, Specimen plant, Woodland margin",Showy,"Lobed, Simple",Opposite,Soft flexible,"Glabrous, Pubescent",Green,"Yellow, Orange, Red",Ovate,Acute,,"Dentate, Pinnately lobed, Serrate","Floriferous, Umbel","Not showy, Green-yellow",None,Mar,Samara,Brown,"May, Jun",Deeply fissured,Grey,"Seed, Cuttings, Grafting","Aphids or adelgids, Caterpillar or cutworm, Galls, Heart rot, Mites, Root rot, Scale insects, Wilt"
Acer saccharum,AY-sur suh-KAIR-um,sugar maple,Sapindaceae,Tree - deciduous,"Leaves like Canadian flag, fine white hairs on base of underside. Winter ID: buds brown, 3 mm, pointed, adpressed, terminal bud.","Dense, Spreading","Oval - vertical, Round",Medium - coarse,15 - 22m,10 - 15m,Fast,Garden origin,Zone 4: (-34 to -29 C),Full sun,"Humus rich, Well-drained",Low,"Fall interest, Shade tree, Street (boulevard tree), Tall background",Showy,"Lobed, Simple",Opposite,Heavily veined,,Green,"Yellow, Orange, Red",Ovate,Acuminate,Cordate,"Dentate, Serrate",Corymb,"Not showy, Green-yellow",None,Mar,Samara,Brown,Oct,"Showy, Moderately fissured",Grey,"Seed, Softwood cuttings, Grafting","Galls, Heart rot, Leaf scorch, Mites, Root rot, Scale insects, Wilt"
Acer shirasawanum 'Aureum',AY-sur sheer-ah-suh-WAY-num,gold full moon maple,Sapindaceae,"Shrub - deciduous, Tree - deciduous","Leaves round (5cm), 11-13 fan-like lobes golden yellow, double serrated.","Twiggy, Upright",Round,Medium - coarse,5 - 7m,5 - 7m,Slow,Garden Origin,Zone 5: (-29 to -23 C),"Filtered shade, Part sun/part shade","Acidic, Well-drained",Moderate,"Accent plant, Fall interest, Group or mass planting, Small garden/space, Specimen plant, Woodland margin",Google Images,"Lobed, Simple",Opposite,Soft flexible,,Yellow,Red,Orbicular,Acuminate,Truncate,"Incised, Serrate",Corymb,"White, Yellow, Purple, Red",None,"Apr, May",Samara,,,"Lightly fissured, Multi-stem trunk",Grey,"Cuttings, Softwood cuttings, Grafting","Aphids or adelgids, Caterpillar or cutworm, Galls, Heart rot, Mites, Root rot, Scale insects, Wilt"
Acer tataricum ssp. ginnala,AY-sur tuh-TAR-ih-kum,"Amur maple, Tatarian maple",Sapindaceae,Tree - deciduous,Leaves glossy with 3 or 5 deep lobes with teeth.,"Arching, Upright",Round,Medium,3 - 5m,4 - 5m,Moderate,Europe,Zone 2: (-46 to -40 C),Full sun,"Rocky or gravelly or dry, Well-drained",Moderate,"Container planting, Dryland (no watering), Fall interest, Specimen plant",Photo credit: S.M. Murray,"Lobed, Simple",Opposite,Pinnate venation,Lustrous,Green,Red,Ovate,Acute,,"Dentate, Pinnately lobed, Serrate",Panicle,Green-yellow,,May,Samara,Brown,,"Smooth, Lightly fissured","Red, Brown","Seed, Cuttings",
Acer tegmentosum 'Joe Witt',AY-sur teg-men-TOE-zum,"Manchurian snakebark maple, Manchu striped maple, Joe Witt striped maple",Sapindaceae,Tree - deciduous,"Branches pale green at first becoming striped chalk-white; leaves 3-5 lobed. Winter ID: vase shaped; buds opposite, dark red, pointy; bark green striped.","Open, Spreading",Oval - horizontal,Medium - coarse,7 - 10m,7 - 10m,Moderate,"(Manchuria, Korea)",Zone 5: (-29 to -23 C),"Filtered shade, Full sun, Part sun/part shade",Well-drained,,"Accent plant, Fall interest, Shade tree, Specimen plant, Spring interest, Summer interest",vertical fissures,"Lobed, Simple",Opposite,Soft flexible,Glabrous,Green,Yellow,Ovate,Acuminate,,Double serrate,"Floriferous, Raceme","Not showy, Green-yellow",None,,Samara,Brown,Apr,"Showy, Smooth","White, Green",Seed,
Achillea filipendulina 'Gold Plate',ack-ih-LEE-uh fill-ih-pen-dew-LYE-nuh,Gold Plate yarrow,Asteraceae,Herbaceous perennial,"Leaves deeply-dissected, 1-2 pinnatifid, hairy, fern-like, aromatic (spicy), up to 25 cm long, divided into as many as 15 pairs of linear-lanceolate toothed segments; florets tiny, long-lasting, bright golden, in small heads that appear in dense, flattened plate-like compound corymbs, 4 - 10 cm wide.",Stiffly upright,"Mounded, Oval - vertical",Medium - fine,0.7 - 1.3m,0.3 - 0.6m,Fast,"Central / west Asia, Garden origin",Zone 3: (-40 to -34 C),Full sun,Rocky or gravelly or dry,"Low, Summer dry","Attract beneficial insects, Attract butterflies, Cut flower or foliage, Dried flower or fruit, Dryland (no watering), Perennial border",Fruit insignificant,"Compound, Dissected",Alternate,Soft flexible,"Distinctive smell, Pubescent","Silver / Grayish, Green, grey-green",,"Lanceolate, Oblong",Acute,Cuneate,"Double serrate, Lacerate, Pinnately lobed","Corymb-like, Head (capitulum)","Showy, Yellow","Musky, Unpleasant","Jul, Aug",Cypsela (achene + calyx),Brown,"Sep, Oct",,Green,"Seed, Division - above ground parts, Division - below ground parts","Pest resistant, Disease resistant, Rabbit resistant, Deer resistant"
Achillea millefolium,ak-ih-LEE-a mill-ee-FOH-lee-um,common yarrow,Asteraceae,"Herbaceous perennial, Weed (horticultural)","Leaves compound, leaflets deeply dissected, 2-3 pinnate; flowers in small heads arranged in corymbs.",Stiffly upright,Mounded,Medium - fine,0.7 - 1.3m,0.6 - 1.0m,Moderate,Europe,Zone 2: (-46 to -40 C),Full sun,Rocky or gravelly or dry,Low,"Dryland (no watering), Perennial border",Not showy,"Compound, Dissected","Alternate, Basal","Pinnate venation, Soft flexible","Distinctive smell, Pubescent",Green,Yellow,"Lanceolate, Linear",Acuminate,Attenuate,"Lacerate, Pectinate","Corymb-like, Head (capitulum)","Showy, White, Yellow, Pink",,"Jul, Aug",Cypsela (achene + calyx),Brown,"Jun, Aug",,,"Seed, Division - below ground parts","Pest resistant, Disease resistant, Rust, Rabbit resistant, Deer resistant"
Achillea millefolium cvs.,ack-ih-LEE-uh mill-ih-FOE-lee-um,yarrow cultivars,Asteraceae,Herbaceous perennial,"Basal; leaves fern-like, deeply lobed; A. 'Moonshine' hairy leaves, lightly scented bright yellow cyme; A. 'Apple Blossom' unscented deep pink to white cyme, flat flowers.",Spreading,Mounded,Medium - fine,0.4 - 0.7m,0.3 - 0.6m,Fast,"Europe, Garden origin (Europe to west Asia)",Zone 3: (-40 to -34 C),Full sun,Rocky or gravelly or dry,"Low, Summer dry","Attract beneficial insects, Attract butterflies, Container planting, Cut flower or foliage, Dried flower or fruit, Dryland (no watering), Group or mass planting, Perennial border, Small garden/space, Summer interest","Google . Cultivars found on campus: Achillea 'Cerise Queen' (GAZN), Achillea 'Citronella' (GAZN), Achillea 'Moonshine' (GAZN), Achillea 'Paprika' (GAZW), Achillea 'Terracotta' (BUG), Achillea 'Apple Blossom', Achillea 'Summer Pastels' , and Achilea 'Strawberry Seduction' . Note: weedy forms have white flowers and produces rhizomes.","Compound, Dissected","Alternate, Basal","Pinnate venation, Soft flexible",Distinctive smell,"Green, Silver / Grayish","Yellow, Silver / Grayish",Lanceolate,Acute,Cuneate,"Pectinate, Pinnately lobed","Floriferous, Corymb-like, Head (capitulum)","Showy, White, Yellow, Pink","Musky, Unpleasant","Jul, Aug, Sep",Cypsela (achene + calyx),Brown,"Oct, Nov",,Bark or Stem Colour,Division - below ground parts,"Pest resistant, Disease resistant, Rabbit resistant, Deer resistant"
Aconitum carmichaelii 'Arendsii',ack-uh-NYE-tum KAR-mike-ul-ee-eye,autumn monkshood,Ranunculaceae,Herbaceous perennial,"Leaves mostly with 3 or 5 main lobes and lobes are toothed; flowers 'hooded', blue-violet, and appear in the fall in racemes; stems sturdy and stay upright .",Stiffly upright,Oval - vertical,Medium - coarse,0.7 - 1.3m,0.1 - 0.3m,Fast,Garden origin (Russia to China),Zone 3: (-40 to -34 C),"Filtered shade, Part sun/part shade",Well-drained,Moderate,"Cut flower or foliage, Fall interest, Group or mass planting, Mixed shrub border, Perennial border, Woodland margin","Showy, Persistent","Dissected, Simple",Alternate,"Leathery, Palmate venation",Glabrous,Dark-green,"Green, Yellow",Ovate,Acute,Cordate,"Dentate, Pinnately lobed","Panicle-like, Raceme","Showy, Violet, Blue",None,"Sep, Oct","Follicle, Aggregate fruit","Green, Brown","Oct, Nov",,,"Seed, Division - below ground parts","Pest resistant, Aphids or adelgids, Mildew, Rabbit resistant, Deer resistant"
Aconitum napellus,ack-uh-NYE-tum nuh-PELL-us,monkshood,Ranunculaceae,Herbaceous perennial,"Leaves dark green, deeply divided into 5-7 toothed lobes; florets ""monk-hooded"", deep purplish-blue to violet, in dense, terminal racemes up to 20 cm long. of atop rigid, leafy stems typically growing 2-4' tall.","Spreading, Upright",Oval - vertical,Fine,0.4 - 0.7m,0.3 - 0.6m,Fast,"Central / west Asia, Europe, North America",Zone 3: (-40 to -34 C),"Deep shade, Filtered shade, Part sun/part shade",Well-drained,Moderate,"Cut flower or foliage, Perennial border, Summer interest, Woodland margin (Caution: poisonous parts)",Not showy,"Dissected, Lobed, Simple","Alternate, Basal",Soft flexible,Glabrous,Green,Green,Orbicular,,Cordate,"Incised, Lacerate, Palmately lobed","Floriferous, Raceme","Showy, Violet, Blue",None,"Jun, Jul",Follicle,Brown,"Oct, Nov",,"Tan, Green","Seed, Division - below ground parts","Pest resistant, Disease resistant, Rabbit resistant, Deer resistant, Mildew"
Acorus calamus 'Argenteostriatus',uh-KORE-us KAL-uh-mus,variegated sweet flag,Acoraceae,"Aquatic plant, Herbaceous perennial",,Stiffly upright,Vase,Coarse,1.3 - 2.0m,0.6 - 1.0m,Fast,,Zone 3: (-40 to -34 C),"Full sun, Part sun/part shade","Bog, Humus rich","Aquatic, Wetlands","Accent plant, Aquatic - ponds, Group or mass planting, Herb, Summer interest, Wetland - bogs, Woodland margin","Fruit insignificant, shriveled berry that is infertile",Simple,Basal,"Heavily veined, Leathery",Distinctive smell,"Yellow, leaves striped cream and yellow",,Linear,,Sheathing,,Spadix (& spathe),"Not showy, Green, Yellow",None,Aug,"Berry (true), Aborted (hybrids) or absent",,,,,"Seed, Division - below ground parts","Slugs or snails, Deer resistant"
Acorus gramineus 'Variegatus',uh-KORE-us gruh-MIN-ee-us,"variegated sweet flag, variegated Japanese flag",Acoraceae,"Aquatic plant, Broadleaf evergreen, Ground cover, Poales (grass-like)","Leaves to 30 cm long, variegation along just one margin, thickness greater on one side.","Arching, Stiffly upright",Oval - horizontal,Fine,0.2 - 0.4m,0.3 - 0.6m,Moderate,"Garden origin, S.E. Asia / Japan / China",Zone 6: (-23 to -18 C),"Full sun only if soil kept moist, Part sun/part shade",Bog,"Moderate, Wetlands","Aquatic - ponds, Container planting, Erosion control, Fall interest, Ground cover, Group or mass planting, Herb, Perennial border, Waterside planting, Wetland - bogs",Not showy,Simple,Basal,"Parallel venation, Soft flexible",Glabrous,"Green, Yellow","Green, Yellow, Brown",Linear,Acuminate,Attenuate,Entire,Spike,"Not showy, White, Green-yellow",None,"Jun, Jul",Berry (true),Brown,"Sep, Oct",,,Division - below ground parts,"Pest resistant, Disease resistant, Deer resistant"
Actaea simplex (Atropurpurea Group),ack-TEE-uh SIM-plecks,"dark-leaved bugbane, cimicifuga",Ranunculaceae,Herbaceous perennial,"Leaves astilbe-like, deeply cut, ternately compound, bronze-purple; flowers creamy-white, Aug-Sept, scented, terminal racemes, bottlebrush-look.",Arching,Oval - vertical,Medium,0.7 - 1.3m,1.0 - 1.5m,Moderate,,Zone 4: (-34 to -29 C),"Deep shade, Filtered shade, Part sun/part shade","Humus rich, Well-drained",,"Fragrance, Perennial border, Waterside planting, Woodland margin (Caution: poisonous parts)",poisonous,"Compound, Lobed",Opposite,Heavily veined,Glabrous,Purple,Purple,Ovate,Acuminate,,Dentate,Raceme,"Showy, White","Fragrant, Spicy","Aug, Sep, Oct",Berry (true),"White, Black, Red","Aug, Sep",Smooth,Red,Division - below ground parts,Rust
Actinidia arguta,ak-tih-NID-ee-uh are-GEW-tuh,hardy kiwi,Actinidiaceae,"Vine or climber, Shrub - deciduous","Leaves usually ovate, sometimes ovate-oblong, 6-12 × 5-10 cm, margin sharply serrate, apex abruptly acuminate. Florets greenish yellow or white, 1.2-2 cm wide when fully open, 4-6 petals 7-9 mm long; anthers black or dark purple. Winter ID: branchlets lenticels absent when young, small and inconspicuous when old; pith white to brown.",Spreading,Climbing,Medium - coarse,5 - 7m,1.5 - 2.0m,Fast,S.E. Asia / Japan / China,Zone 3: (-40 to -34 C),Full sun,,,"Summer interest, Urban agriculture","Showy, smooth skinned",Simple,Alternate,Soft flexible,Pubescent,"Green, Bronze",,"Oblong, Ovate",Acute,"Cordate, Rounded","Dentate, Spinose",Flowers clustered,White,Fragrant,Jun,Berry (true),"Green-yellow, Purple, Red, (Some cvs. may turn prurple-red.)","Aug, Sep",Exfoliating,Grey,"Softwood cuttings, Grafting","Blight or needle cast, Sawfly or horntail, Fungal leaf spot, Leafhopper or spittlebug, Mites, Nematodes, Root rot, Thrips"
Actinidia deliciosa,ak-tih-NID-ee-uh duh-liss-ee-OH-zuh,fuzzy kiwi,Actinidiaceae,"Shrub - deciduous, Vine or climber","Leaves usually rounded and large (blade to 15 cm), margin sharply serrate, apex abruptly acuminate. Florets greenish yellow or white, 1.2-2 cm wide when fully open, 4-6 petals 7-9 mm long; anthers black or dark purple. Winter ID: branchlets lenticels absent when young, small and inconspicuous when old; pith white to brown.",Spreading,Climbing,Coarse,5 - 7m,1.5 - 2.0m,Fast,S.E. Asia / Japan / China (N. China),Zone 7: (-18 to -12 C),Full sun,,,"Summer interest, Urban agriculture","Showy, fuzzy skinned",Simple,Alternate,"Pinnate venation, Soft flexible",Pubescent,"Bronze, Green",Yellow,"Orbicular, Ovate",Acute,Cordate,Serrate,Flowers clustered,White,Fragrant,Jun,Berry (true),Brown,"Sep, Aug",Exfoliating,Grey,"Grafting, Softwood cuttings","Mites, Root rot, Fungal leaf spot, Blight or needle cast, Nematodes, Sawfly or horntail, Thrips, Leafhopper or spittlebug"
Actinidia kolomikta,ak-tih-NID-ee-uh koh-loh-MIK-tuh,actinidia,Actinidiaceae,"Shrub - deciduous, Vine or climber","New stems pubescent; leaves green, white, pink. Winter ID: rough brown bark; buds tiny, circular, raised.",Spreading,Climbing,Medium,5 - 7m,5 - 7m,Fast,S.E. Asia / Japan / China,Zone 4: (-34 to -29 C),"Full sun, Part sun/part shade","Alkaline, Well-drained",Moderate,"Arbors or trellis, Screening, Spring interest, Tall background","Not showy, fruit is edible",Simple,Alternate,Soft flexible,Pubescent,"Green, Pink",Yellow,Ovate,Acuminate,Cordate,Serrate,Cyme,"Not showy, White",Fragrant,"May, Jun",Berry (true),"Green, Yellow","Sep, Oct","Prominent lenticels, Multi-stem trunk","Red, Brown","Softwood cuttings, Grafting","Pest resistant, Disease resistant"
